date,product_id,product_name,category,quantity_sold,unit,unit_price,revenue,day_of_week,is_weekend,is_payday_period,festival,weekly_multiplier,payday_multiplier,festival_multiplier,monsoon_multiplier
2025-01-03,PRD007,Ginger,produce,14,kg,12.0,168.0,Friday,False,True,,1.15,1.2,1.0,0.85
2025-01-03,PRD008,Garlic,produce,15,kg,15.0,225.0,Friday,False,True,,1.15,1.2,1.0,0.85
2025-01-03,DRY001,Fresh Milk 1L,dairy,44,units,7.5,330.0,Friday,False,True,,1.15,1.2,1.0,1.0
2025-01-03,DRY002,Eggs (30 pack),dairy,78,packs,15.0,1170.0,Friday,False,True,,1.15,1.2,1.0,1.0
2025-01-03,DRY003,Butter 250g,dairy,20,units,12.0,240.0,Friday,False,True,,1.15,1.2,1.0,1.0
2025-01-03,DRY004,Yogurt,dairy,24,units,5.5,132.0,Friday,False,True,,1.15,1.2,1.0,1.0
2025-01-03,DRY005,Cheese Slices,dairy,19,packs,9.0,171.0,Friday,False,True,,1.15,1.2,1.0,1.0
2025-01-04,PLT001,Whole Chicken,poultry,75,kg,12.5,937.5,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,PLT002,Chicken Breast,poultry,50,kg,18.0,900.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,PLT003,Chicken Wings,poultry,30,kg,15.5,465.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,PLT004,Chicken Drumstick,poultry,48,kg,14.0,672.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,PLT005,Duck,poultry,12,kg,28.0,336.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,PRD001,Kangkung,produce,30,kg,4.5,135.0,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD002,Pak Choy,produce,20,kg,5.0,100.0,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD003,Tomatoes,produce,29,kg,6.5,188.5,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD004,Carrots,produce,15,kg,5.5,82.5,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD005,Spring Onions,produce,11,kg,8.0,88.0,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD006,Chili Padi,produce,12,kg,25.0,300.0,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD007,Ginger,produce,15,kg,12.0,180.0,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,PRD008,Garlic,produce,15,kg,15.0,225.0,Saturday,True,True,,1.25,1.15,1.0,0.85
2025-01-04,DRY001,Fresh Milk 1L,dairy,64,units,7.5,480.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,DRY002,Eggs (30 pack),dairy,82,packs,15.0,1230.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,DRY003,Butter 250g,dairy,19,units,12.0,228.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,DRY004,Yogurt,dairy,31,units,5.5,170.5,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-04,DRY005,Cheese Slices,dairy,23,packs,9.0,207.0,Saturday,True,True,,1.25,1.15,1.0,1.0
2025-01-05,PLT001,Whole Chicken,poultry,54,kg,12.5,675.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,PLT002,Chicken Breast,poultry,47,kg,18.0,846.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,PLT003,Chicken Wings,poultry,15,kg,15.5,232.5,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,PLT004,Chicken Drumstick,poultry,48,kg,14.0,672.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,PLT005,Duck,poultry,10,kg,28.0,280.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,PRD001,Kangkung,produce,19,kg,4.5,85.5,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD002,Pak Choy,produce,19,kg,5.0,95.0,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD003,Tomatoes,produce,15,kg,6.5,97.5,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD004,Carrots,produce,15,kg,5.5,82.5,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD005,Spring Onions,produce,13,kg,8.0,104.0,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD006,Chili Padi,produce,12,kg,25.0,300.0,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD007,Ginger,produce,9,kg,12.0,108.0,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,PRD008,Garlic,produce,11,kg,15.0,165.0,Sunday,True,True,,1.1,1.1,1.0,0.85
2025-01-05,DRY001,Fresh Milk 1L,dairy,45,units,7.5,337.5,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,DRY002,Eggs (30 pack),dairy,73,packs,15.0,1095.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,DRY003,Butter 250g,dairy,19,units,12.0,228.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,DRY004,Yogurt,dairy,22,units,5.5,121.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-05,DRY005,Cheese Slices,dairy,16,packs,9.0,144.0,Sunday,True,True,,1.1,1.1,1.0,1.0
2025-01-06,PLT001,Whole Chicken,poultry,41,kg,12.5,512.5,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,PLT002,Chicken Breast,poultry,32,kg,18.0,576.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,PLT003,Chicken Wings,poultry,19,kg,15.5,294.5,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,PLT004,Chicken Drumstick,poultry,30,kg,14.0,420.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,PLT005,Duck,poultry,6,kg,28.0,168.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,PRD001,Kangkung,produce,10,kg,4.5,45.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD002,Pak Choy,produce,15,kg,5.0,75.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD003,Tomatoes,produce,20,kg,6.5,130.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD004,Carrots,produce,11,kg,5.5,60.5,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD005,Spring Onions,produce,9,kg,8.0,72.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD006,Chili Padi,produce,4,kg,25.0,100.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD007,Ginger,produce,7,kg,12.0,84.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,PRD008,Garlic,produce,9,kg,15.0,135.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-06,DRY001,Fresh Milk 1L,dairy,33,units,7.5,247.5,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,DRY002,Eggs (30 pack),dairy,49,packs,15.0,735.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,DRY003,Butter 250g,dairy,14,units,12.0,168.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,DRY004,Yogurt,dairy,24,units,5.5,132.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-06,DRY005,Cheese Slices,dairy,11,packs,9.0,99.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-07,PLT001,Whole Chicken,poultry,40,kg,12.5,500.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,PLT002,Chicken Breast,poultry,25,kg,18.0,450.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,PLT003,Chicken Wings,poultry,13,kg,15.5,201.5,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,PLT004,Chicken Drumstick,poultry,30,kg,14.0,420.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,PLT005,Duck,poultry,7,kg,28.0,196.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,PRD001,Kangkung,produce,22,kg,4.5,99.0,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD002,Pak Choy,produce,12,kg,5.0,60.0,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD003,Tomatoes,produce,19,kg,6.5,123.5,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD004,Carrots,produce,11,kg,5.5,60.5,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD005,Spring Onions,produce,7,kg,8.0,56.0,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD006,Chili Padi,produce,8,kg,25.0,200.0,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD007,Ginger,produce,8,kg,12.0,96.0,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,PRD008,Garlic,produce,9,kg,15.0,135.0,Tuesday,False,False,,0.85,1.0,1.0,0.85
2025-01-07,DRY001,Fresh Milk 1L,dairy,30,units,7.5,225.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,DRY002,Eggs (30 pack),dairy,53,packs,15.0,795.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,DRY003,Butter 250g,dairy,10,units,12.0,120.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,DRY004,Yogurt,dairy,19,units,5.5,104.5,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-07,DRY005,Cheese Slices,dairy,15,packs,9.0,135.0,Tuesday,False,False,,0.85,1.0,1.0,1.0
2025-01-08,PLT001,Whole Chicken,poultry,34,kg,12.5,425.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,PLT002,Chicken Breast,poultry,24,kg,18.0,432.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,PLT003,Chicken Wings,poultry,22,kg,15.5,341.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,PLT004,Chicken Drumstick,poultry,28,kg,14.0,392.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,PLT005,Duck,poultry,4,kg,28.0,112.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,PRD001,Kangkung,produce,15,kg,4.5,67.5,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD002,Pak Choy,produce,10,kg,5.0,50.0,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD003,Tomatoes,produce,20,kg,6.5,130.0,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD004,Carrots,produce,9,kg,5.5,49.5,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD005,Spring Onions,produce,12,kg,8.0,96.0,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD006,Chili Padi,produce,5,kg,25.0,125.0,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD007,Ginger,produce,7,kg,12.0,84.0,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,PRD008,Garlic,produce,10,kg,15.0,150.0,Wednesday,False,False,,0.88,1.0,1.0,0.85
2025-01-08,DRY001,Fresh Milk 1L,dairy,30,units,7.5,225.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,DRY002,Eggs (30 pack),dairy,50,packs,15.0,750.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,DRY003,Butter 250g,dairy,16,units,12.0,192.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,DRY004,Yogurt,dairy,13,units,5.5,71.5,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-08,DRY005,Cheese Slices,dairy,11,packs,9.0,99.0,Wednesday,False,False,,0.88,1.0,1.0,1.0
2025-01-09,PLT001,Whole Chicken,poultry,44,kg,12.5,550.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,PLT002,Chicken Breast,poultry,33,kg,18.0,594.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,PLT003,Chicken Wings,poultry,18,kg,15.5,279.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,PLT004,Chicken Drumstick,poultry,27,kg,14.0,378.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,PLT005,Duck,poultry,9,kg,28.0,252.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,PRD001,Kangkung,produce,17,kg,4.5,76.5,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD002,Pak Choy,produce,15,kg,5.0,75.0,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD003,Tomatoes,produce,22,kg,6.5,143.0,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD004,Carrots,produce,11,kg,5.5,60.5,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD005,Spring Onions,produce,10,kg,8.0,80.0,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD006,Chili Padi,produce,7,kg,25.0,175.0,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD007,Ginger,produce,7,kg,12.0,84.0,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,PRD008,Garlic,produce,12,kg,15.0,180.0,Thursday,False,False,,0.95,1.0,1.0,0.85
2025-01-09,DRY001,Fresh Milk 1L,dairy,40,units,7.5,300.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,DRY002,Eggs (30 pack),dairy,46,packs,15.0,690.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,DRY003,Butter 250g,dairy,16,units,12.0,192.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,DRY004,Yogurt,dairy,16,units,5.5,88.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-09,DRY005,Cheese Slices,dairy,13,packs,9.0,117.0,Thursday,False,False,,0.95,1.0,1.0,1.0
2025-01-10,PLT001,Whole Chicken,poultry,61,kg,12.5,762.5,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,PLT002,Chicken Breast,poultry,29,kg,18.0,522.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,PLT003,Chicken Wings,poultry,34,kg,15.5,527.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,PLT004,Chicken Drumstick,poultry,43,kg,14.0,602.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,PLT005,Duck,poultry,11,kg,28.0,308.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,PRD001,Kangkung,produce,29,kg,4.5,130.5,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD002,Pak Choy,produce,17,kg,5.0,85.0,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD003,Tomatoes,produce,21,kg,6.5,136.5,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD004,Carrots,produce,12,kg,5.5,66.0,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD005,Spring Onions,produce,10,kg,8.0,80.0,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD006,Chili Padi,produce,8,kg,25.0,200.0,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD007,Ginger,produce,10,kg,12.0,120.0,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,PRD008,Garlic,produce,12,kg,15.0,180.0,Friday,False,False,,1.15,1.0,1.0,0.85
2025-01-10,DRY001,Fresh Milk 1L,dairy,51,units,7.5,382.5,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,DRY002,Eggs (30 pack),dairy,63,packs,15.0,945.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,DRY003,Butter 250g,dairy,21,units,12.0,252.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,DRY004,Yogurt,dairy,22,units,5.5,121.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-10,DRY005,Cheese Slices,dairy,21,packs,9.0,189.0,Friday,False,False,,1.15,1.0,1.0,1.0
2025-01-11,PLT001,Whole Chicken,poultry,62,kg,12.5,775.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,PLT002,Chicken Breast,poultry,32,kg,18.0,576.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,PLT003,Chicken Wings,poultry,25,kg,15.5,387.5,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,PLT004,Chicken Drumstick,poultry,47,kg,14.0,658.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,PLT005,Duck,poultry,9,kg,28.0,252.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,PRD001,Kangkung,produce,25,kg,4.5,112.5,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD002,Pak Choy,produce,21,kg,5.0,105.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD003,Tomatoes,produce,26,kg,6.5,169.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD004,Carrots,produce,14,kg,5.5,77.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD005,Spring Onions,produce,9,kg,8.0,72.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD006,Chili Padi,produce,7,kg,25.0,175.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD007,Ginger,produce,12,kg,12.0,144.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,PRD008,Garlic,produce,13,kg,15.0,195.0,Saturday,True,False,,1.25,1.0,1.0,0.85
2025-01-11,DRY001,Fresh Milk 1L,dairy,43,units,7.5,322.5,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,DRY002,Eggs (30 pack),dairy,70,packs,15.0,1050.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,DRY003,Butter 250g,dairy,20,units,12.0,240.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,DRY004,Yogurt,dairy,21,units,5.5,115.5,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-11,DRY005,Cheese Slices,dairy,15,packs,9.0,135.0,Saturday,True,False,,1.25,1.0,1.0,1.0
2025-01-12,PLT001,Whole Chicken,poultry,50,kg,12.5,625.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,PLT002,Chicken Breast,poultry,26,kg,18.0,468.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,PLT003,Chicken Wings,poultry,29,kg,15.5,449.5,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,PLT004,Chicken Drumstick,poultry,42,kg,14.0,588.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,PLT005,Duck,poultry,11,kg,28.0,308.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,PRD001,Kangkung,produce,24,kg,4.5,108.0,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD002,Pak Choy,produce,12,kg,5.0,60.0,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD003,Tomatoes,produce,19,kg,6.5,123.5,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD004,Carrots,produce,15,kg,5.5,82.5,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD005,Spring Onions,produce,12,kg,8.0,96.0,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD006,Chili Padi,produce,9,kg,25.0,225.0,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD007,Ginger,produce,14,kg,12.0,168.0,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,PRD008,Garlic,produce,12,kg,15.0,180.0,Sunday,True,False,,1.1,1.0,1.0,0.85
2025-01-12,DRY001,Fresh Milk 1L,dairy,50,units,7.5,375.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,DRY002,Eggs (30 pack),dairy,66,packs,15.0,990.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,DRY003,Butter 250g,dairy,18,units,12.0,216.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,DRY004,Yogurt,dairy,21,units,5.5,115.5,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-12,DRY005,Cheese Slices,dairy,15,packs,9.0,135.0,Sunday,True,False,,1.1,1.0,1.0,1.0
2025-01-13,PLT001,Whole Chicken,poultry,36,kg,12.5,450.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-13,PLT002,Chicken Breast,poultry,26,kg,18.0,468.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-13,PLT003,Chicken Wings,poultry,20,kg,15.5,310.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-13,PLT004,Chicken Drumstick,poultry,32,kg,14.0,448.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-13,PLT005,Duck,poultry,11,kg,28.0,308.0,Monday,False,False,,0.9,1.0,1.0,1.0
2025-01-13,PRD001,Kangkung,produce,8,kg,4.5,36.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-13,PRD002,Pak Choy,produce,16,kg,5.0,80.0,Monday,False,False,,0.9,1.0,1.0,0.85
2025-01-13,PRD003,Tomatoes,produce,13,kg,6.5,84.5,Monday,False,False,,0.9,1.0,1.0,0.85
